"","X","tweet","annotation"
"10073",10073,"Thanks @iOSthemem0d  The update was perfect! https://t.co/Tiez3xbiDj",0
"10074",10074,"RT @safeverytime: remember to check this link often as it gets updated with more ways to help and petitions to sign daily. be the change yo…",0
"10075",10075,"RT @stevep44: The problem in America? 380;000+ churches vs 131;000 K-12 schools. #LearnMorePrayLess",0
"10077",10077,"@vintagejohnny84 @cgytradecentral the whole 04 cup run comes to memory; legit chills",0
"10078",10078,"RT @rosilleri: #Ace looked like he wanted to throw up when he saw them kissing.... #Nace #NancyDrew https://t.co/LF2z7mM4aC",0
"10082",10082,"Bus driver posted angry video about coughing passenger. He died days later.  https://t.co/iqSFMQKTO9",0
"10084",10084,"@ThecrowRp1 Did  my writing today with my daughter asking 1000 questions coughing and kicking me ...",0
"10088",10088,"I have been covered in goosebumps all day! Just waves of chills; but it is not cold in the slightest! Body; pull yourself together!",0
"10090",10090,"@Jim_Apollo08 Chills just thinking about it.",0
"10095",10095,"I managed to eat half a croissant but I’m ready to throw up again lmao",0
"10096",10096,"@ShaikhaShayne Yeah that stuff gives me eeeerie chills; I’d rather not see that stuff in real life or anywhere https://t.co/aKloxC7J4u",0
"10099",10099,"@vomitarebom yes or no",0
"10100",10100,"@vomitarebom yeah?",0
"10101",10101,"Neck has been hurting since October 14. Went mostly away; but now it's back worse than before. Headaches every day.… https://t.co/LL0xbApStj",0
"10102",10102,"RT @GlobalRegina: 'We had 20 minutes to pack up and figure out what was important to bring and get out;' one evacuee said. https://t.co/tnh…",0
"10104",10104,"If someone honks at me because I’m watching tiktok I’ll get out and cough on them https://t.co/9pKWXAUXvs",0
"10106",10106,"@diana_murphy613 @AlbertaBetter 💯agreed!  Let’s hope the Vomiturium will be released from within!",0
"10107",10107,"Woke up very early due to a stomach ache. I guess I'll just start my day and get some stuff done.",0
"10110",10110,"@NLL @SaskRushLAX I was there and still get chills watching that replay. I know I left that game without a voice an… https://t.co/MHhAGB768y",0
"10116",10116,"Well this was simply magnificent! Gave me the chills! https://t.co/Pjve8TNEeh",0
"10117",10117,"1300 people a day die world wide from dehydration related to diarrhea.",0
"10118",10118,"I’m going back to sleep to ward this headache away",0
"10121",10121,"@nickhalker Cough cough",0
"10123",10123,"masks make my asthma coughing even worse especially at night time... like when will this ever end?! 🥵🤯🙃",0
"10124",10124,"RT @wapimaskwa69: Disney uses code names in the park. Rude visitors are called 'Treasured Guests.' Vomit is called 'Protein Spill.' Kids pe…",0
"10125",10125,"@TaikaWaititi Chills. Orates like none other; with passion; emotion and conviction. Chills.",0
"10128",10128,"@RichardAllanWi2 I like the joke about how  Ex Lax is the best cough medicine.  Cause you'll be too scared to cough!",0
"10130",10130,"Fuck i had a deadly headache last night; probably the worst I've experienced; might have been brought on by the wee… https://t.co/Wk7W55hkQT",0
"10132",10132,"@Kromski1 Cabin fever can really drive people into insanity",0
"10134",10134,"@davidleigh555 @sauceylilmonkey @JustinTrudeau David
2)
Those who “liked” you calling me nauseating will no doubt be disappointed, but hopefully they will see that civility existing between two people with differing views is a much better outcome.
In some situations, I don’t sugar coat my words, because I usually say 
To 3",0
"10136",10136,"As a teen; Samantha's frequent abdominal pain was dismissed as just constipation. https://t.co/KqEwV9o5KN  — via @healthing_ca",0
"10140",10140,"@acewaterpark Chillest of chill chills =w=",0
"10141",10141,"RT @greateranglia: 💬 Jay Thompson our Train Service Delivery Director will be here to answer some of your questions on Monday 3rd Feb.  Jay…",0
"10147",10147,"Mrs. Vancoughnett's class prepared tobacco bundles today. #tradition #FollowingTheirVoices https://t.co/TMwdwOlBk3",0
"10149",10149,"@gauravsabnis @bhalomanush @akosotto @krishashok @prichills If you already have a (friend;fiancé;family;spouse) to… https://t.co/JNBILypnBb",0
"10152",10152,"@LairdRyanStates This picture literally made me throw up in my mouth a little. Book jail. No parole.",0
"10153",10153,"@drfunkenberry @prince @DavidBowieReal @FarOutMag Chills 🙌 love his rendition 💜 Need P & M shows 🙏",0
"10154",10154,"RT @ParkAmbulance: Our paramedics rose to the challenge with a busy past week. One of the leading call groups is shortness of breath/sick p…",0
"10155",10155,"Thanks to a headache and back pain I slept most of today. I still managed to finish this wreath for my coworker tho… https://t.co/JomCuVJWF9",0
"10157",10157,"[Vinesauce] Vinny - Rhythm Hell: Cold Fever https://t.co/dsWcgJKk9R",0
"10159",10159,"@ruralroots780 I'd say 'no; I have covid; they said I have to wait until I'm not sick' **cough**   Their reactions… https://t.co/Ao3rGFwINM",1
"10160",10160,"@kl_coop @grace_panetta @oneunderscore__ Maybe that mistake was made during another cough/vomit moment?",0
"10164",10164,"I’ve been sick with a nagging cough for over 2 weeks now; which is generally par for the course at this time of yea… https://t.co/XywlZoFlhQ",0
"10170",10170,"Practice your personal hygiene and that means don’t sneeze and cough into the air *gross* https://t.co/aLpX5yeywG",0
"10171",10171,"@Sixfever @_Teebabyyy Don’t even feel bad anymore. https://t.co/9EqE7dz7hQ",0
"10173",10173,"Damn; she had a mad case of the fasties! https://t.co/UFFQ7iLCTf",0
"10174",10174,"RT @BrandonMutala: So... I jokingly brought it up when we covered #Godfather3 for #FanchiseFatigue; but I watched #DivorceItalianStyle this…",0
"10176",10176,"if i see anyone “wakanda salute” im going to fucking cough on them https://t.co/Z0rzY9MJRl",0
"10177",10177,"When you’ve had a long day; a nice headache; and mysterious aches and pains; but you’ve decided that alcohol isn’t… https://t.co/0lOIZEYOin",0
"10180",10180,"@qwnofeverything @SamHeughan @skytv Never looked there.  I actually prefer to support a bookstore if I can. Not a huge Amazon fan.",0
"10181",10181,"@RalstonReports From a Canucks perspective; I find Jordan...nauseating.",0
"10182",10182,"Extreme cold temperatures; windchills and snow in the forecast. The combination could be deadly if you're caught st… https://t.co/ciFqcGZuD5",0
"10184",10184,"Watching pierre gaslys win will always give me chills",0
"10185",10185,"“I had absolutely no sense of smell and no taste. I had no appetite for five days. I lost over 10 pounds.' #YQR… https://t.co/PzEOI8SOum",1
"10186",10186,"Masks can prevent droplet transmission when you're coughing. But repeated cough cycles means its filter will eventually be damaged. — via @healthing_ca 

https://t.co/WcUVofeNpf",0
"10188",10188,"@HoneyandIvy @KEBrightbill @nicolacoughlan Hey; I wasn't trying to give you heck or anything.😊 I did legitimately f… https://t.co/xqI8smoh1s",0
"10191",10191,"Travelin' Soldier by 'The Chicks' still brings chills as I listen to it on my way home....nothing like the sound of a snare drum!!",0
"10193",10193,"ntc cancelling the abs cbn franchise just proves how petty some people are *coughs*",0
"10194",10194,"@trippyiizzy Trying to watch his made me feel nauseas",0
"10196",10196,"Suck It Up Toronto.. -50 Windchills In Saskatchewan.. Sure Love That Oil & Gas That’s Heating Our Homes..  https://t.co/lwtRcj5IpY",0
"10197",10197,"@MichaelGras7 @CatholicChris83 Sorry; too busy binge-destroying worthwhile content; *cough*Latinizer*cough*… https://t.co/Pf9x4U4onB",0
"10200",10200,"'Nobody was coughing': COVID-19 survivor urges social distancing amid risk of asymptomatic carriers https://t.co/UHZJuka6lu",0
"10202",10202,"stop i'm going to throw up",0
"10204",10204,"@HalloweenHalpin That's six out of a menu of 55 food items.",0
"10205",10205,"@HalloweenHalpin U2 just sucks and Bono is one of the shittiest people in the world.",0
"10206",10206,"@HalloweenHalpin I was expecting more creative and punny names at the Nitro Grill.",0
"10207",10207,"@EarpFlamesfan So far so good. Pharmacist said I may get a mild headache and runny nose from it but none of that has occurred yet.",0
"10208",10208,"Salted caramel milk 🍫 + strawberry cough.",0
"10211",10211,"RT @CTVMorningStoon: A reminder; an #ExtremeColdWarning is again in effect for #yxe. Wind chills will dip close to -50 this morning. Frostb…",0
"10214",10214,"RT @CTVAlison: Fun fact: I’m very allergic to cats but meeting this fur-ball was pretty great! 😸 Spooky went on an adventure to North Dakot…",0
"10216",10216,"@Triathleteby40 Numbers were 0 in my city for a while &amp; I was starting to get hair headaches. Been 2 yrs since my last trim so I decided to get 11in chopped off.

As a result, I caught a cold (covid test negative). If I caught a cold, I could've caught covid so no more going out for me!",0
"10217",10217,"@SportsCenter @EAMaddenNFL There’s only one wrong answer here; and y’all know what it 13",0
"10218",10218,"RT @GinaCTV: Lunar New Year is in full swing at the Delta Hotel! Lots of colourful performances and of course I was practically forced to e…",0
"10223",10223,"@EDFeehanHS @SaskHilltops This gave me chills... I remember it like yesterday! I now have a favourite Hilltop playe… https://t.co/lnU4Xa2kwF",0
"10225",10225,"RT @palinode: Layla I'm coughing on my sleeve Layla I can hardly breathe Layla",0
"10227",10227,"RT @stephknee: How many of them do you think are right now in fevered consultations about whether they should confess to how they broke loc…",0
"10230",10230,"RT @merlemassie: When you're down with a fever bug; #reading helps pass the time. Just finished the new @TerryFallis book; #Albatross.   Am…",1
"10235",10235,"RT @navahochick56: 💙😷☕☑You know that feeling...when someone (other half) coughs in your face..while your sleeping!!🔥🔥#LuckyToBeAlive #MaskU…",0
"10236",10236,"@atrupar thanks for taking a bullet for those of us who experience nausea at the sound of his voice. You; my friend; are a true hero",0
"10238",10238,"@GraysonJAllen @spidadmitchell footwork expert right here https://t.co/F1a8RPgAbW",0
"10242",10242,"Mental fatigue from the COVID-19 pandemic continues for residents in Saskatchewan; and the Canadian Mental Health A… https://t.co/gRsJaqCSu4",0
"10243",10243,"@Dalby It’s nauseating that they are such sore ass losers. When they are in power everything is fine. Soon as they… https://t.co/KwY1UKy6zN",0
"10247",10247,"Idk what is wrong with me. All I ate yesterday was some salad and some pasta. My stomach is so upset and I feel nauseous af.",1
"10248",10248,"If you're feeling a bit of cabin fever; get out of the house and head down to Saskatoon's WinterShines festival! Le… https://t.co/VZ2PJgdX8U",0
"10250",10250,"@ashleyac Oh that could be it; foggy for two days now. I sometimes get weather pressure headaches but rarely full b… https://t.co/FTv13L44vm",0
"10252",10252,"Innerestin' read from Wells: that last line though. Chills; lol. https://t.co/yabtqmk7Z8",0
"10254",10254,"@cenobyte And; given how many people wandering the store or into our shop I hear coughing and sniffling (and yes; I… https://t.co/nS6947rETa",1
"10256",10256,"this headache <<💆🏾‍♀️",0
"10257",10257,"RT @BettingGods: Our free racing tip for today; provided by RF Racing Tips:  16:50 Lingfield- Summit Fever  Learn more at https://t.co/V4Qe…",0
"10258",10258,"someone should go to the trump rally today without a mask and just keep coughing.  and when someone gives them a lo… https://t.co/XK8Dtbn2tV",0
"10260",10260,"African Swine Fever Continues To Spread; North America Remains Virus-Free https://t.co/oBUGRYXZYM",0
"10263",10263,"RT @hockeymomljd: @melissaFTW OMG I have chills reading about all you bad ass midlifers! I’m in Uni too at age 43. Solidarity!",0
"10266",10266,"I got chills https://t.co/ICRFcv3zRa",0
"10268",10268,"RT @tammyrobert: The cardinal (well; in Canada) institutions are crumbling and a whole bunch of people (cough*males*cough) are having their…",0
"10269",10269,"@therecount *cough* Woodrow Wilson *cough*",0
"10270",10270,"Cameron Chell's (CEO of Draganfly) interview with ABC News on Coronavirus News: Pandemic drones to monitor fever; c… https://t.co/8rRHUbyR7C",0
"10273",10273,"RT @daygs33: @brian5or6 @NHL The emotions I felt during this vid really can’t be put into words! #alittlebitofeverything",0
"10274",10274,"@Josephh45101447 Vitamin C also but oldies can cause a bit of diarrhea fresh fruit is better, however will they afford it on $6 a day ? the lousy Lamborghini driving hunts",0
"10275",10275,"@kwankwan2305 It's the fever  😤",0
"10276",10276,"Bruh. If someone coughed on me I'd beat there ass to a pulp https://t.co/eicKf3VLE7",0
"10277",10277,"Why does baby fever have to exist. It's a rhetorical question also.",0
